Eyes,Nose,Mouth,File Name,Encoded
Larger eyes (even larger than the original image),No visible nostrils,Mouth open with teeth visible,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vIHZpc2libGUgbm9zdHJpbHNNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KQ==
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - open,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUxhcmdlciBtb3V0aCAtIG9wZW4=
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - closed,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Fuller lips - open,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUZ1bGxlciBsaXBzIC0gb3Blbg==
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Fuller lips - closed,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Thinner lips - open,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVRoaW5uZXIgbGlwcyAtIG9wZW4=
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Thinner lips - closed,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - open,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVNtaWxpbmcgLSBvcGVu
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - closed,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVNtaWxpbmcgLSBjbG9zZWQ=
Larger eyes (even larger than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Mouth open with teeth visible,,TGFyZ2VyIGV5ZXMgKGV2ZW4gbGFyZ2VyIHRoYW4gdGhlIG9yaWdpbmFsIGltYWdlKU5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodA==
Eyes looking to the right,,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEZ1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEZ1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFRoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtaWxpbmcgLSBvcGVu
Eyes looking to the right,,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,Larger nose,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3Nl
Eyes looking to the right,Larger nose,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlTGFyZ2VyIG1vdXRoIC0gb3Blbg==
Eyes looking to the right,Larger nose,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlTGFyZ2VyIG1vdXRoIC0gY2xvc2Vk
Eyes looking to the right,Larger nose,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlRnVsbGVyIGxpcHMgLSBvcGVu
Eyes looking to the right,Larger nose,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlRnVsbGVyIGxpcHMgLSBjbG9zZWQ=
Eyes looking to the right,Larger nose,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlVGhpbm5lciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Larger nose,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlVGhpbm5lciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Larger nose,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlU21pbGluZyAtIG9wZW4=
Eyes looking to the right,Larger nose,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlU21pbGluZyAtIGNsb3NlZA==
Eyes looking to the right,Larger nose,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3NlTW91dGggb3BlbiB3aXRoIHRlZXRoIHZpc2libGU=
Eyes looking to the right,Smaller nose,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZQ==
Eyes looking to the right,Smaller nose,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZUxhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,Smaller nose,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,Smaller nose,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZUZ1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Smaller nose,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Smaller nose,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZVRoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Smaller nose,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Smaller nose,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZVNtaWxpbmcgLSBvcGVu
Eyes looking to the right,Smaller nose,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZVNtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,Smaller nose,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zZU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,Larger nostrils,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlscw==
Eyes looking to the right,Larger nostrils,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc0xhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,Larger nostrils,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc0xhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,Larger nostrils,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc0Z1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Larger nostrils,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc0Z1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Larger nostrils,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc1RoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Larger nostrils,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc1RoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Larger nostrils,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc1NtaWxpbmcgLSBvcGVu
Eyes looking to the right,Larger nostrils,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc1NtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,Larger nostrils,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodExhcmdlciBub3N0cmlsc01vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,Smaller nostrils,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHM=
Eyes looking to the right,Smaller nostrils,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBvcGVu
Eyes looking to the right,Smaller nostrils,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Eyes looking to the right,Smaller nostrils,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Smaller nostrils,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Smaller nostrils,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBvcGVu
Eyes looking to the right,Smaller nostrils,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Eyes looking to the right,Smaller nostrils,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNTbWlsaW5nIC0gb3Blbg==
Eyes looking to the right,Smaller nostrils,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNTbWlsaW5nIC0gY2xvc2Vk
Eyes looking to the right,Smaller nostrils,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFNtYWxsZXIgbm9zdHJpbHNNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Eyes looking to the right,Wider bridge,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZQ==
Eyes looking to the right,Wider bridge,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZUxhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,Wider bridge,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,Wider bridge,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZUZ1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Wider bridge,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Wider bridge,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZVRoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Wider bridge,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Wider bridge,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZVNtaWxpbmcgLSBvcGVu
Eyes looking to the right,Wider bridge,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZVNtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,Wider bridge,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodFdpZGVyIGJyaWRnZU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,Narrower bridge,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZQ==
Eyes looking to the right,Narrower bridge,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZUxhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,Narrower bridge,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,Narrower bridge,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZUZ1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Narrower bridge,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Narrower bridge,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZVRoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Narrower bridge,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Narrower bridge,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZVNtaWxpbmcgLSBvcGVu
Eyes looking to the right,Narrower bridge,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZVNtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,Narrower bridge,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5hcnJvd2VyIGJyaWRnZU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the right,Broader/wider,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXI=
Eyes looking to the right,Broader/wider,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJMYXJnZXIgbW91dGggLSBvcGVu
Eyes looking to the right,Broader/wider,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Eyes looking to the right,Broader/wider,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJGdWxsZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Broader/wider,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Broader/wider,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJUaGlubmVyIGxpcHMgLSBvcGVu
Eyes looking to the right,Broader/wider,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Eyes looking to the right,Broader/wider,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJTbWlsaW5nIC0gb3Blbg==
Eyes looking to the right,Broader/wider,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJTbWlsaW5nIC0gY2xvc2Vk
Eyes looking to the right,Broader/wider,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodEJyb2FkZXIvd2lkZXJNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Eyes looking to the right,No visible nostrils,,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHM=
Eyes looking to the right,No visible nostrils,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBvcGVu
Eyes looking to the right,No visible nostrils,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Eyes looking to the right,No visible nostrils,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,No visible nostrils,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,No visible nostrils,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBvcGVu
Eyes looking to the right,No visible nostrils,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Eyes looking to the right,No visible nostrils,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNTbWlsaW5nIC0gb3Blbg==
Eyes looking to the right,No visible nostrils,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNTbWlsaW5nIC0gY2xvc2Vk
Eyes looking to the right,No visible nostrils,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vIHZpc2libGUgbm9zdHJpbHNNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KQ==
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUxhcmdlciBtb3V0aCAtIG9wZW4=
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUZ1bGxlciBsaXBzIC0gb3Blbg==
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVRoaW5uZXIgbGlwcyAtIG9wZW4=
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVNtaWxpbmcgLSBvcGVu
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KVNtaWxpbmcgLSBjbG9zZWQ=
Eyes looking to the right,Nostrils upturned (allowing the users to see into the nostrils a bit),Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSByaWdodE5vc3RyaWxzIHVwdHVybmVkIChhbGxvd2luZyB0aGUgdXNlcnMgdG8gc2VlIGludG8gdGhlIG5vc3RyaWxzIGEgYml0KU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Eyes looking to the left,,,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0
Eyes looking to the left,,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0TGFyZ2VyIG1vdXRoIC0gb3Blbg==
Eyes looking to the left,,Larger mouth - closed,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0TGFyZ2VyIG1vdXRoIC0gY2xvc2Vk
Eyes looking to the left,,Fuller lips - open,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0RnVsbGVyIGxpcHMgLSBvcGVu
Eyes looking to the left,,Fuller lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0RnVsbGVyIGxpcHMgLSBjbG9zZWQ=
Eyes looking to the left,,Thinner lips - open,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0VGhpbm5lciBsaXBzIC0gb3Blbg==
Eyes looking to the left,,Thinner lips - closed,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0VGhpbm5lciBsaXBzIC0gY2xvc2Vk
Eyes looking to the left,,Smiling - open,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0U21pbGluZyAtIG9wZW4=
Eyes looking to the left,,Smiling - closed,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0U21pbGluZyAtIGNsb3NlZA==
Eyes looking to the left,,Mouth open with teeth visible,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0TW91dGggb3BlbiB3aXRoIHRlZXRoIHZpc2libGU=
Eyes looking to the left,Larger nose,,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0TGFyZ2VyIG5vc2U=
Eyes looking to the left,Larger nose,Larger mouth - open,,RXllcyBsb29raW5nIHRvIHRoZSBsZWZ0TGFyZ2VyIG5vc2VMYXJnZXIgbW91dGggLSBvcGVu
